编号,所属项目,所属模块,相关需求,任务名称,任务描述,任务类型,优先级,预计开始,实际开始,截止日期,任务状态,最初预计,总计消耗,预计剩余,抄送给,进度,由谁创建,创建日期,指派给,指派日期,由谁完成,实际完成,由谁取消,取消时间,由谁关闭,关闭时间,关闭原因,最后修改,最后修改日期,附件
640,移动端项目对接(#2),/标准化（超级API+标准备案接口）(#2),云住养卡产品项目对接开发需求(#305),云住养卡产品项目对接开发需求 ,"提供标准的卡校验接口、备案接口、珊瑚服务接口


本次服务接口中的三个精准健康服务（健康档案、运动管理、膳食管理），先将服务封装为珊瑚API，与其他服务使用相同的接口地址。


因为精准健康的服务还缺少备案流程，等韩哥那边交付接口之后会再对珊瑚API做一次调整。",测试,3,0000-00-00,2021/7/7 16:03,0000-00-00,已关闭,4,4,0,,100%,权虹,2021/7/5,Closed,2021/7/12,蒋大洋,2021/7/7,,0000-00-00,权虹,2021/7/12,已完成,权虹,2021/7/12,
635,移动端项目对接(#2),/其他（杂糅其他业务系统功能如HBS）(#4),安享院后照护实施记录页面调整(#317),安享院后照护实施记录页面调整 ,,开发,3,2021/7/2,2021/7/6 16:33,2021/7/9,已关闭,0,12,0,,100%,朱伟,2021/7/1,Closed,2021/7/22,谭迁超,2021/7/8,,0000-00-00,朱伟,2021/7/22,已完成,朱伟,2021/7/22,
634,移动端项目对接(#2),/其他（杂糅其他业务系统功能如HBS）(#4),安享垫付流程接收结案信息(#319),安享垫付流程接收结案信息 ,"
",开发,3,2021/7/2,2021/7/6 9:50,2021/7/16,已关闭,0,6,0,,100%,朱伟,2021/7/1,Closed,2021/7/19,谭迁超,2021/7/8,,0000-00-00,朱伟,2021/7/19,已完成,朱伟,2021/7/19,
633,移动端项目对接(#2),/定时邮件(#140),人保财北分服务记录定时邮件(#318),人保财北分服务记录定时邮件 ,"
",开发,3,2021/7/1,2021/7/8 18:07,2021/7/2,已关闭,8,4,0,,100%,朱伟,2021/7/1,Closed,2021/8/13,谭迁超,2021/7/26,,0000-00-00,朱伟,2021/8/13,已完成,朱伟,2021/8/13,
632,移动端项目对接(#2),/其他（杂糅其他业务系统功能如HBS）(#4),安享垫付回传信息更新(#314),安享垫付回传信息更新 ,"
",开发,3,2021/6/30,2021/6/30 16:00,2021/6/30,已关闭,3,0.5,0,,100%,朱伟,2021/6/30,Closed,2021/7/1,谭迁超,2021/6/30,,0000-00-00,朱伟,2021/7/1,已完成,朱伟,2021/7/1,
627,移动端项目对接(#2),/定时邮件(#140),山西人保寿绿通卡项目定时邮件(#310),山西人保寿绿通卡项目定时邮件 ,"
",开发,3,2021/6/29,2021/6/28 17:35,2021/6/29,已关闭,0,4,0,,100%,朱伟,2021/6/28,Closed,2021/6/30,党晓龙,2021/6/29,,0000-00-00,朱伟,2021/6/30,已完成,朱伟,2021/6/30,
623,移动端项目对接(#2),/标准化（超级API+标准备案接口）(#2),云住养卡产品项目对接开发需求(#305),云住养卡产品项目对接开发需求 ,"
",开发,3,2021/6/21,2021/6/25 16:24,2021/6/21,已关闭,8,7.5,0,,100%,朱伟,2021/6/25,Closed,2021/6/30,党晓龙,2021/6/28,,0000-00-00,朱伟,2021/6/30,已完成,朱伟,2021/6/30,
622,移动端项目对接(#2),/非标准化（定制开发）(#3),泰康服务记录回传接口改造(#306),泰康服务记录回传接口改造 ,"
",开发,3,2021/6/21,2021/6/30 11:31,2021/6/21,已关闭,8,3,0,,100%,朱伟,2021/6/25,Closed,2021/7/19,谭迁超,2021/6/30,,0000-00-00,朱伟,2021/7/19,已完成,朱伟,2021/7/19,
607,移动端项目对接(#2),/(#0),安享垫付工单优化需求(#300),安享垫付工单优化需求 ,,开发,3,2021/6/23,2021/6/23 14:00,2021/6/24,已关闭,8,5,0,,100%,朱伟,2021/6/23,Closed,2021/7/1,谭迁超,2021/6/24,,0000-00-00,朱伟,2021/7/1,已完成,朱伟,2021/7/1,
606,移动端项目对接(#2),/标准化（超级API+标准备案接口）(#2),星益项目开发服务记录查询接口(#301),星益项目开发服务记录查询接口 ,"
",开发,3,2021/6/24,2021/6/24 10:05,2021/6/25,已关闭,8,5,0,,100%,朱伟,2021/6/23,Closed,2021/8/13,谭迁超,2021/6/24,,0000-00-00,朱伟,2021/8/13,已完成,朱伟,2021/8/13,
603,移动端项目对接(#2),/其他（杂糅其他业务系统功能如HBS）(#4),太平超e保服务记录统计(#295),太平超e保服务记录统计 ,"
",开发,3,2021/6/22,2021/6/22 9:47,2021/6/22,已关闭,5,5,0,,100%,朱伟,2021/6/22,Closed,2021/6/24,党晓龙,2021/6/22,,0000-00-00,朱伟,2021/6/24,已完成,朱伟,2021/6/24,
602,移动端项目对接(#2),/非标准化（定制开发）(#3),云住养项目单服务接口调整(#297),云住养项目单服务接口调整 ,"
",开发,3,2021/6/24,2021/6/24 17:34,2021/6/24,已关闭,3,1,0,,100%,朱伟,2021/6/22,Closed,2021/6/29,党晓龙,2021/6/24,,0000-00-00,朱伟,2021/6/29,已完成,朱伟,2021/6/29,
601,移动端项目对接(#2),/非标准化（定制开发）(#3),云住养项目单服务接口调整(#297),云住养项目单服务接口调整 ,"
",开发,3,2021/6/22,2021/6/24 18:34,2021/6/22,已关闭,3,3,0,,100%,朱伟,2021/6/22,Closed,2021/6/29, 吕惠娟,2021/6/24,,0000-00-00,朱伟,2021/6/29,已完成,朱伟,2021/6/29,
600,移动端项目对接(#2),/非标准化（定制开发）(#3),超e保在线咨询记录时间格式调整(#288),超e保在线咨询记录时间格式调整 ,,开发,3,2021/6/21,2021/6/22 9:04,2021/6/21,已关闭,3,3,0,,100%,朱伟,2021/6/22,Closed,2021/6/22,朱伟,2021/6/22,,0000-00-00,朱伟,2021/6/22,已完成,朱伟,2021/6/22,
592,移动端项目对接(#2),/其他（杂糅其他业务系统功能如HBS）(#4),云住养集成页服务替换(#283),云住养集成页服务替换 测试,将云住养已下线的旧服务替换为新的服务,测试,3,0000-00-00,2021/6/18 10:29,0000-00-00,已关闭,4,4,0,,100%,权虹,2021/6/16,Closed,2021/6/22,谭尚昆,2021/6/18,,0000-00-00,权虹,2021/6/22,已完成,权虹,2021/6/22,
591,移动端项目对接(#2),/其他（杂糅其他业务系统功能如HBS）(#4),太平超e保标准化接口对接(#274),太平超e保标准化接口对接 测试,"参照太平提供的开发手册以及需求文档，开发相关接口和服务页面


V2.0：完善需求",测试,3,0000-00-00,2021/6/21 9:20,0000-00-00,已关闭,10,11,0,,100%,权虹,2021/6/16,Closed,2021/7/12,谭尚昆,2021/7/5,,0000-00-00,权虹,2021/7/12,已完成,权虹,2021/7/12,
582,移动端项目对接(#2),/其他（杂糅其他业务系统功能如HBS）(#4),云住养集成页服务替换(#283),云住养集成页服务替换 ,前端页面开发,开发,3,2021/6/17,2021/6/18 10:16,2021/6/17,已关闭,8,6,0,,100%,朱伟,2021/6/16,Closed,2021/6/18, 吕惠娟,2021/6/18,,0000-00-00,朱伟,2021/6/18,已完成,朱伟,2021/6/18,
581,移动端项目对接(#2),/其他（杂糅其他业务系统功能如HBS）(#4),云住养集成页服务替换(#283),云住养集成页服务替换 ,完成后台接口开发，与前端配合联调相应替换服务的接口地址,开发,3,2021/6/17,2021/6/16 16:55,2021/6/17,已关闭,0,13,0,,100%,朱伟,2021/6/16,Closed,2021/6/18,朱伟,2021/6/18,,0000-00-00,朱伟,2021/6/18,已完成,朱伟,2021/6/18,
577,移动端项目对接(#2),/其他（杂糅其他业务系统功能如HBS）(#4),超e保垫付新产品对接接口(#282),超e保垫付新产品对接接口 ,"
",开发,3,2021/6/17,2021/6/17 10:25,2021/6/17,已关闭,8,2,0,,100%,朱伟,2021/6/16,Closed,2021/6/28,谭迁超,2021/6/17,,0000-00-00,朱伟,2021/6/28,已完成,朱伟,2021/6/28,
572,移动端项目对接(#2),/其他（杂糅其他业务系统功能如HBS）(#4),安享垫付工单文件上传重命名文件规则(#275),安享垫付工单文件上传删除中文字符 ,"
",开发,3,2021/6/15,2021/6/15 14:00,2021/6/15,已关闭,8,3,0,,100%,朱伟,2021/6/15,Closed,2021/6/18,谭迁超,2021/6/15,,0000-00-00,朱伟,2021/6/18,已完成,朱伟,2021/6/18,
563,移动端项目对接(#2),/其他（杂糅其他业务系统功能如HBS）(#4),安享百万预约接口新增字段(#267),安享百万预约接口新增字段 ,"
",开发,3,2021/6/10,2021/6/10 14:05,2021/6/11,已关闭,8,3,0,,100%,朱伟,2021/6/10,Closed,2021/6/15,谭迁超,2021/6/10,,0000-00-00,朱伟,2021/6/15,已完成,朱伟,2021/6/15,
562,移动端项目对接(#2),/其他（杂糅其他业务系统功能如HBS）(#4),安享百万院后照护创建工单流程调整(#265),安享百万院后照护创建工单流程调整 ,"
",开发,3,2021/6/10,2021/6/10 10:35,2021/6/11,已关闭,0,4,0,,100%,朱伟,2021/6/9,Closed,2021/6/15,谭迁超,2021/6/10,,0000-00-00,朱伟,2021/6/15,已完成,朱伟,2021/6/15,
559,移动端项目对接(#2),/非标准化（定制开发）(#3),安享百万垫付工单材料上传功能调整(#264),安享百万垫付工单材料上传功能调整 ,"
",开发,3,2021/6/10,2021/6/9 10:25,2021/6/11,已关闭,16,6,0,,100%,朱伟,2021/6/8,Closed,2021/6/15,谭迁超,2021/6/11,,0000-00-00,朱伟,2021/6/15,已完成,朱伟,2021/6/15,
557,移动端项目对接(#2),/非标准化（定制开发）(#3),泊云-折扣购药服务需求对接(#236),泊云-折扣购药服务需求对接 测试,"业务流程：
1、用户访问保司平台，进入远盟服务页（免登）
2、点击购药服务，进入泊云平台完成购药（免登）
3、泊云回传用户和订单数据



对接内容：
1、保司将会员信息提供给远盟鉴权
2、远盟将会员信息提供给泊云
3、泊云将用户订单数据回传给远盟



补充说明：
当前先跟泊云进行接口对接 跑通业务流程，后续对接保司",测试,3,0000-00-00,2021/6/20 23:53,0000-00-00,已关闭,16,16,0,,100%,权虹,2021/6/7,Closed,2021/6/22,蒋大洋,2021/6/20,,0000-00-00,权虹,2021/6/22,已完成,权虹,2021/6/22,
546,移动端项目对接(#2),/标准化（超级API+标准备案接口）(#2),安享预约接口医院匹配规则调整和医院清单更新(#253),安享预约接口医院匹配规则调整和医院清单更新 ,"
",开发,3,2021/6/7,2021/6/11 18:37,2021/6/7,已关闭,2,3,0,,100%,朱伟,2021/6/4,Closed,2021/6/15,谭迁超,2021/6/11,,0000-00-00,朱伟,2021/6/15,已完成,朱伟,2021/6/15,
545,移动端项目对接(#2),/标准化（超级API+标准备案接口）(#2),农银人寿备案接口开发(#248),农银人寿备案接口开发 ,"
",开发,3,2021/6/3,2021/6/4 17:34,2021/6/3,已关闭,2,3,0,,100%,朱伟,2021/6/3,Closed,2021/6/8,朱伟,2021/6/4,,0000-00-00,朱伟,2021/6/8,已完成,朱伟,2021/6/8,
543,移动端项目对接(#2),/非标准化（定制开发）(#3),华泰视频医生定时邮件修改(#238),华泰视频医生定时邮件修改 ,"
",开发,3,2021/6/2,2021/6/3 10:49,2021/6/3,已关闭,12,5,0,,100%,朱伟,2021/6/2,Closed,2021/6/8,朱伟,2021/6/3,,0000-00-00,朱伟,2021/6/8,已完成,朱伟,2021/6/8,
542,移动端项目对接(#2),/非标准化（定制开发）(#3),【变更】北京国寿分诊导医服务卡定时邮件任务(#246),【变更】北京国寿分诊导医服务卡定时邮件任务 ,此定时任务做到hbs系统中，查询珊瑚相关信息时通过wpt-api-interface开发相应接口来提供数据支持,开发,3,2021/6/3,2021/6/2 16:35,2021/6/4,已关闭,16,12,0,,100%,朱伟,2021/6/2,Closed,2021/6/8,谭迁超,2021/6/4,,0000-00-00,朱伟,2021/6/8,已完成,朱伟,2021/6/8,
536,移动端项目对接(#2),/非标准化（定制开发）(#3),udesk视频医生接口相关需求(#220),udesk视频医生接口相关需求 测试,"一、远盟提供服务记录接收接口
? ? 根据udesk提供的服务记录字段（附件pdf最后一段的“视频结束回调请求体”），远盟提供一份接收服务记录的接口地址，udesk回传的时效为：每完成一次视频对话就通过接口回传一条记录。




二、调起小程序二维码接口：
? ? 在原接口参数中增加一个字段【bizId】，此字段没有业务功能udesk不会做处理，在这个字段里可以传远盟的自定义内容，【customChannel】字段只用来传视频路由
? ? 等udesk配置好回传地址后，先用海外视频医生服务测试两个接口，
? ??
对海外视频接口的调整：
? ? ? 1、海外视频路由：HYSPYS
? ? ? 2、原先通过【customChannel】字段传的内容统一改到【bizId】字段里



",测试,3,0000-00-00,2021/6/1 12:12,0000-00-00,已关闭,4,4,0,,100%,权虹,2021/5/31,Closed,2021/6/2,谭尚昆,2021/6/1,,0000-00-00,朱伟,2021/6/2,已完成,朱伟,2021/6/2,
535,移动端项目对接(#2),/非标准化（定制开发）(#3),内蒙国寿大健康项目需求变更(#219),内蒙国寿大健康项目需求变更 测试,"基于禅道174需求：
1、产品配置表中新增了6个产品，卡激活接口中返回的等级做相应调整
2、在集成页/我的服务卡页面中新增卡升级功能，允许升级的服务卡以及升级规则详见文档",测试,3,0000-00-00,2021/6/1 10:52,0000-00-00,已关闭,6,6,0,,100%,权虹,2021/5/31,Closed,2021/6/2,蒋大洋,2021/6/1,,0000-00-00,朱伟,2021/6/2,已完成,朱伟,2021/6/2,
531,移动端项目对接(#2),/非标准化（定制开发）(#3),水滴服务页拨叫号码修改(#235),水滴服务页拨叫号码修改 ,"
",开发,3,2021/5/31,2021/5/31 17:11,2021/5/31,已关闭,1,1,0,,100%,朱伟,2021/5/31,Closed,2021/6/2,陈D,2021/5/31,,0000-00-00,朱伟,2021/6/2,已完成,朱伟,2021/6/2,
530,移动端项目对接(#2),/其他（杂糅其他业务系统功能如HBS）(#4),安享百万垫付工单定时邮件统计需求(#233),安享百万垫付工单定时邮件统计需求 ,"
",开发,3,2021/5/28,2021/5/28 14:40,2021/5/28,已关闭,8,8,0,,100%,朱伟,2021/5/28,Closed,2021/6/3,谭迁超,2021/6/1,,0000-00-00,朱伟,2021/6/3,已完成,朱伟,2021/6/3,
529,移动端项目对接(#2),/标准化（超级API+标准备案接口）(#2),千菌方APP对接需求(#232),千菌方APP对接需求 ,"


",开发,3,2021/5/28,2021/5/28 13:56,2021/5/31,已关闭,0,6,0,,100%,朱伟,2021/5/28,Closed,2021/6/2,党晓龙,2021/5/28,,0000-00-00,朱伟,2021/6/2,已完成,朱伟,2021/6/2,
527,移动端项目对接(#2),/其他（杂糅其他业务系统功能如HBS）(#4),太平健康档案及挂号数据统计定时邮件(#228),太平健康档案及挂号数据统计定时邮件 ,"
",开发,3,2021/5/27,2021/5/27 10:45,2021/5/27,已关闭,1,1,0,,100%,朱伟,2021/5/27,Closed,2021/5/27,朱伟,2021/5/27,,0000-00-00,朱伟,2021/5/27,已完成,朱伟,2021/5/27,
520,移动端项目对接(#2),/非标准化（定制开发）(#3),内蒙国寿大健康项目需求变更(#219),[多人] 内蒙国寿大健康项目需求变更 ,"
",开发,3,2021/5/26,2021/5/28 13:52,2021/5/27,已关闭,"朱伟:16.00
 吕惠娟:8.00
","朱伟:8.00
 吕惠娟:8.00
","朱伟:0.00
 吕惠娟:0.00
",,100%,朱伟,2021/5/25,Closed,2021/6/2, 吕惠娟,2021/5/31,,0000-00-00,朱伟,2021/6/2,已完成,朱伟,2021/6/2,
519,移动端项目对接(#2),/非标准化（定制开发）(#3),udesk视频医生接口相关需求(#220),udesk视频医生接口相关需求 ,"
",开发,3,2021/5/26,2021/5/25 13:56,2021/5/28,已关闭,24,22,0,,100%,朱伟,2021/5/25,Closed,2021/6/2,党晓龙,2021/5/31,,0000-00-00,朱伟,2021/6/2,已完成,朱伟,2021/6/2,
510,移动端项目对接(#2),/非标准化（定制开发）(#3),水滴和超e保产品相关产品在线问诊服务匹配到用户(#212),水滴和超e保产品相关产品在线问诊服务匹配到用户 ,对前端页面中太平超e保相关产品的udesk链接信息进行转化调用,开发,1,2021/5/20,2021/5/24 15:04,2021/5/24,已关闭,8,2,0,,100%,朱伟,2021/5/20,Closed,2021/5/27,陈D,2021/5/24,,0000-00-00,朱伟,2021/5/27,已完成,朱伟,2021/5/27,
509,移动端项目对接(#2),/非标准化（定制开发）(#3),水滴和超e保产品相关产品在线问诊服务匹配到用户(#212),水滴和超e保产品相关产品在线问诊服务匹配到用户 ,对目前太平超e保相关的产品的在线咨询url进行自定义字段回传的改造。,开发,1,2021/5/21,2021/5/21 15:30,2021/5/24,已关闭,8,2,0,,100%,朱伟,2021/5/20,Closed,2021/5/27,党晓龙,2021/5/25,,0000-00-00,朱伟,2021/5/27,已完成,朱伟,2021/5/27,
506,移动端项目对接(#2),/非标准化（定制开发）(#3),安心百万住院垫付回传txt字段更新(#211),安心百万住院垫付回传txt字段更新 ,"
",开发,3,2021/5/20,2021/5/24 11:07,2021/5/28,已关闭,0,14,0,,100%,朱伟,2021/5/20,Closed,2021/6/2,谭迁超,2021/5/26,,0000-00-00,朱伟,2021/6/2,已完成,朱伟,2021/6/2,
503,移动端项目对接(#2),/非标准化（定制开发）(#3),安享百万医院清单+医院代码更新(#206),查询条件修改,"去掉以下页面中“区县”查询条件
https://lvtong.healthlink.cn/shanhu-manager/html/careList/advanceHospitalList.html",开发,3,2021/5/19,2021/5/19 14:00,2021/5/19,已关闭,0,1,0,,100%,朱伟,2021/5/19,Closed,2021/5/21,陈D,2021/5/19,,0000-00-00,朱伟,2021/5/21,已完成,朱伟,2021/5/21,
502,移动端项目对接(#2),/非标准化（定制开发）(#3),安享百万医院清单+医院代码更新(#206),安享百万医院清单+医院代码更新 ,第二点更新的医院为珊瑚表ht_hospital中service_code为“ADVANCE_HOSPITAL”的所有医院信息,开发,3,2021/5/19,2021/5/20 9:30,2021/5/21,已关闭,0,1.2,0,,100%,朱伟,2021/5/19,Closed,2021/5/21,谭迁超,2021/5/20,,0000-00-00,朱伟,2021/5/21,已完成,朱伟,2021/5/21,
501,移动端项目对接(#2),/非标准化（定制开发）(#3),内蒙国寿跳转激活链接规则调整(#203),内蒙国寿跳转激活链接规则调整 ,"
",开发,3,2021/5/17,2021/5/19 14:30,2021/5/17,已关闭,0,1,0,,100%,朱伟,2021/5/19,Closed,2021/5/21, 吕惠娟,2021/5/19,,0000-00-00,朱伟,2021/5/21,已完成,朱伟,2021/5/21,
481,移动端项目对接(#2),/标准化（超级API+标准备案接口）(#2),联通电话医生服务对接需求(#201),联通电话医生服务对接需求 ,备案到微服务平台,开发,3,2021/5/14,2021/5/14 14:22,2021/5/14,已关闭,2,2,0,,100%,朱伟,2021/5/14,Closed,2021/5/14,朱伟,2021/5/14,,0000-00-00,朱伟,2021/5/14,已完成,朱伟,2021/5/14,
471,移动端项目对接(#2),/其他（杂糅其他业务系统功能如HBS）(#4),工银安盛河北绿通VIP白金卡定时邮件(#191),工银安盛河北绿通VIP白金卡定时邮件 ,,开发,1,2021/5/13,2021/5/13 14:00,2021/5/13,已关闭,3,3,0,,100%,朱伟,2021/5/13,Closed,2021/5/14,朱伟,2021/5/14,,0000-00-00,朱伟,2021/5/14,已完成,朱伟,2021/5/14,
468,移动端项目对接(#2),/其他（杂糅其他业务系统功能如HBS）(#4),人保财北分服务记录提取需求(#190),人保财北分服务记录提取需求 ,"
",开发,3,2021/5/12,2021/5/12 17:08,2021/5/13,已关闭,0,1,0,,100%,朱伟,2021/5/12,Closed,2021/5/14,谭迁超,2021/5/12,,0000-00-00,朱伟,2021/5/14,已完成,朱伟,2021/5/14,
463,移动端项目对接(#2),/其他（杂糅其他业务系统功能如HBS）(#4),大连垫付卡激活数据定时邮邮件(#182),大连垫付卡激活数据定时邮邮件 ,"1.在micro-service-interface中添加根据项目编码查询产品编码的接口
2.在定时任务邮件配置表中配置对应的查询sql.修改后台代码替换其中产品编码变量信息
3.需求变更，不再查询“支公司名称”、“营销员姓名”和“营销员工号”",开发,3,2021/5/11,2021/5/12 16:01,2021/5/11,已关闭,0,1.5,0,,100%,朱伟,2021/5/11,Closed,2021/5/12,谭迁超,2021/5/11,,0000-00-00,朱伟,2021/5/12,已完成,朱伟,2021/5/12,
458,移动端项目对接(#2),/(#0),安享百万医院代码更新(#177),安享百万医院代码更新 ,,开发,3,2021/5/10,2021/5/10 14:20,2021/5/10,已关闭,0,1,0,,100%,朱伟,2021/5/10,Closed,2021/5/11,谭迁超,2021/5/10,,0000-00-00,朱伟,2021/5/11,已完成,朱伟,2021/5/11,
447,移动端项目对接(#2),/非标准化（定制开发）(#3),内蒙国寿大健康对接开发(#174),内蒙国寿大健康对接开发 ,需求详见文档,测试,3,2021/5/10,2021/5/11 9:40,2021/5/10,已关闭,4,4,0,,100%,权虹,2021/5/7,Closed,2021/5/11,谭尚昆,2021/5/11,,0000-00-00,权虹,2021/5/11,已完成,权虹,2021/5/11,
446,移动端项目对接(#2),/非标准化（定制开发）(#3),内蒙国寿大健康对接开发(#174),内蒙国寿大健康对接开发 ,需求详见文档,设计,3,2021/5/10,2021/5/10 9:46,2021/5/10,已关闭,0,3,0,,100%,朱伟,2021/5/7,Closed,2021/5/11,朱伟,2021/5/10,,0000-00-00,朱伟,2021/5/11,已完成,朱伟,2021/5/11,
445,移动端项目对接(#2),/非标准化（定制开发）(#3),内蒙国寿大健康对接开发(#174),内蒙国寿大健康对接开发 ,需求详见文档,开发,3,2021/5/8,2021/5/10 16:50,2021/5/8,已关闭,0,8,0,,100%,朱伟,2021/5/7,Closed,2021/5/11, 吕惠娟,2021/5/10,,0000-00-00,朱伟,2021/5/11,已完成,朱伟,2021/5/11,
