编号,所属项目,所属模块,相关需求,任务名称,任务描述,任务类型,优先级,预计开始,实际开始,截止日期,任务状态,最初预计,总计消耗,预计剩余,抄送给,进度,由谁创建,创建日期,指派给,指派日期,由谁完成,实际完成,由谁取消,取消时间,由谁关闭,关闭时间,关闭原因,最后修改,最后修改日期,附件
263,移动端项目对接(#2),/非标准化（定制开发）(#3),药店项目视频医生服务记录回传调整(#58),药店获取服务记录接口规则调整-视频医生,"背景：线上提供了供药店调用获取相关产品的服务记录的接口，线上版本的视频医生服务是通过查询老的服务商（企鹅视频医生的回传记录）完成的；现在由于视频医生服务的服务商变更了（调整为和缓了），故此接口中获取视频医生服务记录的接口规则做如下调整：
按照查询条件，通过查询真正的分配的和缓邀请码进行统计，接口中的【serveTime】字段 直接取分配邀请码的时间即可！


线上已正常运行的接口文档详见附件！",开发,1,2021/3/19,2021/3/19 10:23,2021/3/22,已关闭,16,7.5,0,,100%,焦英莲,2021/3/19,Closed,2021/3/24,党晓龙,2021/3/19,,0000-00-00,焦英莲,2021/3/24,已完成,焦英莲,2021/3/24,"远盟服务查询接口文档(加密)V3(药店快鹿项目).docx
"
255,移动端项目对接(#2),/非标准化（定制开发）(#3),海南国寿重疾+快捷医疗垫付(#49),海南国寿重疾+快捷医疗垫付 测试,"

1.&nbsp; 海南国寿客户通过国寿大健康进行服务卡激活和信息录入，服务卡号码和密码由远盟出具。国寿大健康通过接口将卡号信息及会员信息推送到远盟，远盟接收信息后需要先校验服务卡信息是否为远盟服出具。如服务卡信息校验不通过，远盟通过接口将不通过信息回传给国寿平台。如服务卡信息校验通过，远盟通过服务卡信息判断产品，将会员信息按照产品进行备案。
2.&nbsp; 海南国寿客户服务卡激活成功后，通过国寿大健康平台发起垫付服务或重疾服务，客户服务权益由国寿鉴权，远盟标准API鉴权。
3.&nbsp; 产品数据模板中的保单好存储【方案编号】，旅行团团号存储【营销员代码】。


",测试,3,0000-00-00,0000-00-00 00:00:00,0000-00-00,已关闭,8,0,8,,0%,权虹,2021/3/18,Closed,2021/4/29,,0000-00-00,权虹,2021/4/29,权虹,2021/4/29,已取消,权虹,2021/4/29,
254,移动端项目对接(#2),/非标准化（定制开发）(#3),人保数据提取需求2.0(#52),人保数据提取需求2.0 ,"在现有的线上定时任务提取数据范围内，增加一条新数据：
产品标识码：I19AB1
产品名称：PICC总部在线健康咨询服务
服务：电话医生服务


现有的定时任务的邮件标题为：人保寿险客户服务使用数据统计表



",开发,3,2021/3/18,2021/3/18 10:30,2021/3/18,已关闭,4,4,0,,100%,焦英莲,2021/3/17,Closed,2021/3/19,谭迁超,2021/3/18,,0000-00-00,焦英莲,2021/3/19,已完成,焦英莲,2021/3/19,
253,移动端项目对接(#2),/非标准化（定制开发）(#3),海南国寿重疾+快捷医疗垫付(#49),海南国寿定制化备案+服务接入,"详细需求详见附件！
背景：
1、备案：根据国寿提供的接口要求进行定制化接口开发
2、服务接入：提供重疾和快捷医疗垫付服务的接入地址 基于珊瑚超级API （不提示注册用户信息）
",开发,1,2021/3/17,2021/3/17 16:26,2021/3/18,已关闭,8,13,0,,100%,焦英莲,2021/3/17,Closed,2021/3/24,朱伟,2021/3/18,,0000-00-00,焦英莲,2021/3/24,已完成,焦英莲,2021/3/24,
248,移动端项目对接(#2),/非标准化（定制开发）(#3),暖哇项目新增产品对接(#48),暖哇项目新增产品对接 测试,为暖哇项目提供的服务接口中需要新增一个产品，相应的服务页面和免责声明配置详见附件,测试,3,2021/3/19,2021/3/22 11:20,2021/3/19,已关闭,2,2,0,,100%,权虹,2021/3/16,Closed,2021/3/23,蒋大洋,2021/3/22,,0000-00-00,权虹,2021/3/23,已完成,权虹,2021/3/23,
247,移动端项目对接(#2),/其他（杂糅其他业务系统功能如HBS）(#4),药店（益方丰讯）项目开发需求(#47),药店（益方丰讯）项目开发需求 测试,此项目与药店（快鹿健康）项目对接流程完全相同，销售为区分结算单独上线了一套产品，在药店快鹿健康项目接口文档上进行修改为此渠道客户单独提供一套接口文档。,测试,3,2021/3/17,2021/3/22 11:20,2021/3/18,已关闭,12,12,0,,100%,权虹,2021/3/16,Closed,2021/3/23,蒋大洋,2021/3/22,,0000-00-00,权虹,2021/3/23,已完成,权虹,2021/3/23,
246,移动端项目对接(#2),/非标准化（定制开发）(#3),暖哇项目新增产品对接(#48),[多人] 暖哇项目新增产品对接 ,"暖哇新增产品信息如下：
产品标识码：I21AI5
产品名称：暖哇-国任重疾三项服务
服务：24小时电话医生服务、重大疾病绿色通道服务、重疾住院垫付服务",开发,2,2021/3/17,2021/3/17 9:53,2021/3/17,已关闭,"党晓龙:0.50
辜胜:8.00
","党晓龙:0.50
辜胜:3.00
","党晓龙:0.00
辜胜:0.00
",,100%,焦英莲,2021/3/15,Closed,2021/3/24,辜胜,2021/3/17,,0000-00-00,焦英莲,2021/3/24,已完成,焦英莲,2021/3/24,
245,移动端项目对接(#2),/其他（杂糅其他业务系统功能如HBS）(#4),药店（益方丰讯）项目开发需求(#47),[多人] 药店（益方丰讯）项目开发需求 ,"背景：2020年11月份已经对接过一个项目（药店快鹿），当时提供了一套接口（卡密校验、备案、服务接入、服务查询）
前3个部分的内容为党晓龙完成的，最后一个服务查询为谭迁超完成的。时间计划：前3个接口16号下班前；服务查询接口 迁超评估下是否需要改代码，理论上根据不需要调整代码！
时间计划：前3个接口16号下班前；服务查询接口 迁超评估下是否需要改代码，理论上根据不需要调整代码！
现在需求基于之前的接口文档，支持本次药店快鹿的新的合作商（益方丰讯）的新产品，产品及服务信息如下：



  
    
      
        产品标识码
      
      
        产品名称
      
      
        产品类型
      
      
        服务内容
      
    
    
      
        I21AJ2
      
      
        益方丰讯药店咨询服务
      
      
        标准化
      
      
        电话医生
      
    
    
      
        在线咨询
      
    
    
      
        I21AJ0
      
      
        益方丰讯药店视频医生咨询服务
      
      
        视频医生
      
    
    
      
        I21AJ1
      
      
        益方丰讯药店挂号服务
      
      
        指定预约挂号
      
    
    
      
        AI问诊
      
    
    
      
        AI问药
      
    
    
      
        AI导诊
      
    
    
      
        I21AJ3
      
      
        益方丰讯药店健康档案服务
      
      
        健康档案
      
    
    
      
        I21AJ5
      
      
        益方丰讯药店咨询服务(卡产品)
      
      
        卡产品
      
      
        电话医生
      
    
    
      
        在线咨询
      
    
    
      
        I21AJ4
      
      
        益方丰讯药店挂号服务(卡产品)
      
      
        指定预约挂号
      
    
    
      
        AI问诊
      
    
    
      
        AI问药
      
    
    
      
        AI导诊
      
    
  
",开发,2,2021/3/16,2021/3/16 10:30,2021/3/17,已关闭,"党晓龙:8.00
谭迁超:8.00
","党晓龙:7.00
谭迁超:0.50
","党晓龙:0.00
谭迁超:0.00
",,100%,焦英莲,2021/3/15,Closed,2021/3/17,谭迁超,2021/3/17,,0000-00-00,焦英莲,2021/3/17,已完成,焦英莲,2021/3/17,"药店快鹿相关接口文档.zip
"
244,移动端项目对接(#2),/其他（杂糅其他业务系统功能如HBS）(#4),2020国寿重疾服务回执开发(#46),[多人] 2020国寿重疾服务回执开发 ,"与国寿大健康平台对接服务回执功能，详见需求文档V2.0中的2.3章节的内容。
时间计划：3月19日下班前可以提测",开发,1,2021/3/16,2021/3/15 17:25,2021/3/18,已关闭,"谭迁超:16.00
陈D:16.00
","谭迁超:16.00
陈D:0.50
","谭迁超:0.00
陈D:0.00
",,100%,焦英莲,2021/3/15,Closed,2021/3/24,陈D,2021/3/19,,0000-00-00,焦英莲,2021/3/24,已完成,焦英莲,2021/3/24,
243,移动端项目对接(#2),/非标准化（定制开发）(#3),上海国寿健康险电话医生开发需求(#39),上海国寿健康险电话医生开发需求 测试,与国寿大健康平台对接服务，备案数据通过excel导入，远盟提供服务接入接口。,测试,1,2021/3/15,2021/3/16 10:21,2021/3/15,已关闭,4,4,0,,100%,权虹,2021/3/12,Closed,2021/3/16,蒋大洋,2021/3/16,,0000-00-00,权虹,2021/3/16,已完成,权虹,2021/3/16,
242,移动端项目对接(#2),/非标准化（定制开发）(#3),重庆国寿税优开发需求(#43),重庆国寿税优开发需求 测试,与国寿大健康平台对接用户信息备案接口并提供服务接口。,测试,2,2021/3/22,2021/3/24 10:46,2021/3/23,已关闭,8,8,0,,100%,权虹,2021/3/12,Closed,2021/3/29,蒋大洋,2021/3/24,,0000-00-00,权虹,2021/3/29,已完成,权虹,2021/3/29,
240,移动端项目对接(#2),/标准化（超级API+标准备案接口）(#2),重庆国寿税优开发需求(#43),[多人] 重庆国寿增值服务-B20AS8,"产品标识码：B20AS8
产品名称：重庆国寿增值服务
详细需求：参见需求文档


注意事项：
1、备案：调用国寿接口时传入的国寿的产品信息等内容稍后提供； 确认获取到的会员信息的userid是否存在远盟的保单号字段中；确认获取到用户清单后，立刻获取用户真实信息？&nbsp; @朱伟
2、服务：AI问诊和AI导诊不需要做用户鉴权，直接跳转到相应的问诊和导诊页面（每个页面最后的跳转其他服务的连接屏蔽掉）&nbsp; @许强 进行产品信息的配置。


时间计划：周三下班前提供五个服务的服务接入信息整理到一个word文档中 @朱伟 整体提供

",开发,2,0000-00-00,2021/3/16 9:51,0000-00-00,已关闭,"朱伟:8.00
许强:2.00
辜胜:16.00
","朱伟:18.00
许强:4.00
辜胜:4.00
","朱伟:0.00
许强:0.00
辜胜:0.00
",,100%,焦英莲,2021/3/12,Closed,2021/3/24,许强,2021/3/19,,0000-00-00,焦英莲,2021/3/24,已完成,焦英莲,2021/3/24,
239,移动端项目对接(#2),/标准化（超级API+标准备案接口）(#2),珊瑚超级API页面调整(#42),珊瑚超级API页面调整 ,"项目对接的客户引流到珊瑚API进行服务使用，考虑到保险公司有的用户没有身份证号，故做如下调整
1、页面中的【身份证号】修改为：证件号
2、提交信息的时候：如果服务是自助挂号或者对症预约进行身份证号格式的校验；如果是其他服务则不进行身份证号格式的校验！
",开发,2,0000-00-00,2021/3/10 10:30,0000-00-00,已关闭,1,1.5,0,,100%,焦英莲,2021/3/12,Closed,2021/3/17,陈D,2021/3/12,,0000-00-00,焦英莲,2021/3/17,已完成,焦英莲,2021/3/17,
236,移动端项目对接(#2),/非标准化（定制开发）(#3),上海国寿健康险电话医生开发需求(#39),[多人] 上海国寿健康险电话医生服务（B20AS7）,详细需求内容详见需求附件！,开发,1,0000-00-00,2021/3/12 11:20,0000-00-00,已关闭,"陈D:8.00
谭迁超:8.00
","陈D:4.00
谭迁超:4.00
","陈D:0.00
谭迁超:0.00
",,100%,焦英莲,2021/3/11,Closed,2021/3/24,谭迁超,2021/3/15,,0000-00-00,焦英莲,2021/3/24,已完成,焦英莲,2021/3/24,
232,移动端项目对接(#2),/非标准化（定制开发）(#3),太平人寿线上医生超e保2021开发需求(#26),太平人寿线上医生超e保2021开发需求 测试,在超e保2020的页面基础上进行修改，为超e保2021提供一套服务页面，以及对应的接口。,测试,3,0000-00-00,2021/3/16 15:12,0000-00-00,已关闭,8,16,0,,100%,权虹,2021/3/10,Closed,2021/3/17,谭尚昆,2021/3/16,,0000-00-00,权虹,2021/3/17,已完成,权虹,2021/3/17,
192,移动端项目对接(#2),/非标准化（定制开发）(#3),太平人寿线上医生超e保2021开发需求(#26),太平人寿线上医生超e保2021开发需求 ,时间计划：2021年3月11日下班前开发完毕并提供备案接口文档&服务接入文档,开发,1,0000-00-00,0000-00-00 00:00:00,0000-00-00,已关闭,16,12,0,,100%,焦英莲,2021/3/9,Closed,2021/3/17,辜胜,2021/3/11,,0000-00-00,焦英莲,2021/3/17,已完成,焦英莲,2021/3/17,
191,移动端项目对接(#2),/其他（杂糅其他业务系统功能如HBS）(#4),国寿平台AI服务接口开发需求(#24),国寿平台AI服务接口开发需求 测试,"背景：国寿大健康平台历史对接的多个项目中包含已下线的”健康风险评估“和”疾病诊断“服务，现采用远盟的三项AI服务作为替换。


接口描述：单独为国寿大健康平台提供不做用户身份验证的：AI问诊、AI问药、AI导诊服务，且三项AI服务对话页面中关闭所有外链的跳转入口。",测试,2,0000-00-00,2021/3/9 10:48,0000-00-00,已关闭,3,2,0,,100%,权虹,2021/3/9,Closed,2021/3/10,谭尚昆,2021/3/10,,0000-00-00,权虹,2021/3/10,已完成,权虹,2021/3/10,
188,移动端项目对接(#2),/标准化（超级API+标准备案接口）(#2),华泰家庭视频医生开发需求(#25),华泰家庭视频医生开发需求 ,"时间计划：2021年3月9日下班前提供接口文档！
1、卡密验证接口
2、备案接口（I21AB9：华泰家庭视频医生咨询卡）
3、服务接入接口（视频医生服务，不需要用户同意创建账号的提示）",开发,1,0000-00-00,2021/3/9 10:53,0000-00-00,已关闭,4,3.5,0,,100%,焦英莲,2021/3/9,Closed,2021/3/17,党晓龙,2021/3/9,,0000-00-00,焦英莲,2021/3/17,已完成,焦英莲,2021/3/17,
115,移动端项目对接(#2),/其他（杂糅其他业务系统功能如HBS）(#4),国寿平台AI服务接口开发需求(#24),国寿平台对接3个智能AI服务,"背景：国寿需要对接远盟的3个智能AI服务，不需要进行用户鉴权，每个服务最后的其他跳转连接需要屏蔽到。
1、提供三个智能AI服务的跳转连接（整理到word文档中）
2、产品信息如下：
产品标识码：Q17AF0
产品名称：上海国寿健康大礼包 产品标识码

",其他,1,0000-00-00,2021/3/8 14:29,0000-00-00,已关闭,4,3,0,,100%,焦英莲,2021/3/8,Closed,2021/3/11,许强,2021/3/8,,0000-00-00,焦英莲,2021/3/11,已完成,焦英莲,2021/3/11,
104,移动端项目对接(#2),/非标准化（定制开发）(#3),暖哇项目需求变更(#20),暖哇项目需求变更 测试,"原产品”I20CG6“的集成页只包含3项服务，本次服务页增加快捷垫付服务入口，垫付服务免责声明见附件。

",测试,1,0000-00-00,2021/3/5 18:05,2021/3/8,已关闭,3,2,0,,100%,权虹,2021/3/5,Closed,2021/3/8,蒋大洋,2021/3/5,,0000-00-00,权虹,2021/3/8,已完成,权虹,2021/3/8,
103,移动端项目对接(#2),/非标准化（定制开发）(#3),暖哇项目需求变更(#20),暖哇项目需求变更-后台,"产品标识码：I20CG6
产品名称：暖哇-现代财“橙易保百万医疗保险”增值服务
1、服务集成页面新增：重疾住院垫付服务
2、点击新服务进入服务说明页面
3、后台配置服务免责声明



",其他,1,0000-00-00,2021/3/5 14:39,0000-00-00,已关闭,4,0.5,0,,100%,焦英莲,2021/3/5,Closed,2021/3/8,党晓龙,2021/3/5,,0000-00-00,焦英莲,2021/3/8,已完成,焦英莲,2021/3/8,
102,移动端项目对接(#2),/非标准化（定制开发）(#3),暖哇项目需求变更(#20),暖哇项目需求变更-前端,"
  产品标识码：I20CG6
  产品名称：暖哇-现代财“橙易保百万医疗保险”增值服务
  1、服务集成页面新增：重疾住院垫付服务
  2、点击新服务进入服务说明页面
  3、后台配置服务免责声明
  



",开发,1,0000-00-00,2021/3/5 15:11,0000-00-00,已关闭,8,8,0,,100%,焦英莲,2021/3/5,Closed,2021/3/8,辜胜,2021/3/5,,0000-00-00,焦英莲,2021/3/8,已完成,焦英莲,2021/3/8,
27,移动端项目对接(#2),/其他（杂糅其他业务系统功能如HBS）(#4),安享百万住院垫付开发需求(#14),安享百万住院垫付开发需求 ,"本次为V5.0版本需求，变动内容为：
1、预约接口新增【新理赔报案号】字段，用于材料回传时文件命名
2、对接材料回传接口


详见需求文档。
待提供：
1、预约接口（基于之前的版本基础上新增字段）
2、hbs系统改造，将工单对应的附件打包传给安享！


时间计划：预约接口文档3月4日下班前提供；文件打包传给安享功能最晚8日下班前开发完毕！",开发,2,0000-00-00,2021/3/3 17:22,0000-00-00,已关闭,16,76,0,,100%,焦英莲,2021/3/3,Closed,2021/4/14,谭迁超,2021/4/9,,0000-00-00,焦英莲,2021/4/14,已完成,焦英莲,2021/4/14,
20,移动端项目对接(#2),/其他（杂糅其他业务系统功能如HBS）(#4),远盟健康管家在线咨询服务改造(#10),远盟健康管家在线咨询服务改造 ,为满足项目上的服务记录提取需求，对远盟健康管家公众号的在线咨询服务进行改造，当用户使用此服务时，udesk链接参数中加入产品信息以及用户唯一信息，可参见珊瑚健康管家上的参数情况！,开发,1,0000-00-00,2021/3/2 11:33,0000-00-00,已关闭,8,4,0,,100%,焦英莲,2021/3/2,Closed,2021/3/3,党晓龙,2021/3/2,,0000-00-00,焦英莲,2021/3/3,已完成,焦英莲,2021/3/3,
19,移动端项目对接(#2),/其他（杂糅其他业务系统功能如HBS）(#4),人保数据提取需求(#8),人保数据提取需求 ,同需求内容，如果excel表头不好做，可以做成简单的横表，表头为：产品代码（产品标识码），产品名称，服务名称、最近半月内服务量、2021年累计服务量、全量累计服务量,开发,1,0000-00-00,2021/3/1 11:23,0000-00-00,已关闭,24,15,0,,100%,焦英莲,2021/3/1,Closed,2021/3/8,谭迁超,2021/3/3,,0000-00-00,焦英莲,2021/3/8,已完成,焦英莲,2021/3/8,
6,移动端项目对接(#2),/非标准化（定制开发）(#3),新华项目APP对接开发需求V1.0(#4),新华项目APP对接开发需求V1.0 ,"新华2个产品已经对接过微信公众号的服务接口，现新华需要将远盟服务页面迁移到APP中，对于页面中部分功能需要重新开发以保证在APP中可以正常使用。
服务接口需要进行改造，提供微信端和APP端的页面访问方式。


1、附加康健服务页面：集成页去掉自助挂号入口，紧急救援支持一键呼叫和定位功能，电话医生支持一键呼叫和回访预约功能


2、C3C5服务页面：3个服务说明页支持一键呼叫功能，3个预约页面支持提交预约功能。",测试,3,0000-00-00,2021/3/3 10:26,0000-00-00,已关闭,2,2,0,,100%,权虹,2021/2/25,Closed,2021/3/3,蒋大洋,2021/3/3,,0000-00-00,权虹,2021/3/3,已完成,权虹,2021/3/3,
4,移动端项目对接(#2),/(#0),新华项目APP对接开发需求V1.0(#4),新华两个产品支持app接入,"背景：之前跟新华对接过两个产品，远盟提供H5的接入地址，新华嵌入到自己的公众号上供用户使用服务！（服务涉及到：电话咨询的拨打电话功能；急救的定位服务；重疾类的文件上传功能）
现：由于新华要将这两个产品对接到他们自有的app端，故需要远盟这边做如下调整：
（1）产品标识码：Y17AD7 ，微信端服务接入地址为：https://wptapi.healthlink.cn/wpt-api/xinHua/index?policyNo=xxx&productCode=xxx，提供服务：紧急救援、自助挂号、电话医生
&nbsp; 针对App端的改造内容：
&nbsp; &nbsp;a) 【自助挂号】：如果是app端接入，跳转到新制作的页面（二维码引导页）
&nbsp; &nbsp;b) 【急救救援】：与现有功能保持一致
&nbsp; &nbsp;c) 【电话医生】：与现有功能保持一致


&nbsp;（2）产品标识码：I20BN9 （新华保险C3C5重疾服务），远盟提供了3个服务的H5连接，提供的服务包含：重疾二次诊疗、重疾康复指导、重疾绿色通道。
&nbsp; &nbsp; 现提供的连接地址如下：
&nbsp; &nbsp; 重疾二次诊疗：https://wpttest.healthlink.cn/wpt-api/xinhuazhongji/ercizhenliao.html?policy_no=xxx
&nbsp; &nbsp; 重疾康复指导：https://wpttest.healthlink.cn/wpt-api/xinhuazhongji/kangfuzhidao.html?policy_no=xx
&nbsp; &nbsp; 重疾绿色通道：https://wpttest.healthlink.cn/wpt-api/xinhuazhongji/lvtong.html?policy_no=xxx
&nbsp; &nbsp; 针对App端的改造内容：
&nbsp; &nbsp; a)&nbsp; &nbsp;上述重疾绿色通道服务的【服务使用】页面中，住院类型不需要支持文件上传的功能，增加一段红色文案


上述修改意见对应的微云内容已变更，详见：


UI地址：https://share.weiyun.com/5Q7W2wE
路径：x项目文件/x新华APP
&nbsp; &nbsp;",开发,1,0000-00-00,2021/2/26 10:00,0000-00-00,已关闭,24,48,0,,100%,焦英莲,2021/2/25,Closed,2021/3/3,焦英莲,2021/3/2,,0000-00-00,焦英莲,2021/3/3,已完成,焦英莲,2021/3/3,
3,移动端项目对接(#2),/非标准化（定制开发）(#3),企鹅健康服务卡开发需求V2.0(#3),[多人] 企鹅健康服务卡新渠道对接,"背景：已经于企鹅对接过此产品的整体流程：远盟提供访问H5的地址，此连接嵌入到企鹅的移动端，调用此地址时目前传入产品标识码+userid，如果当前用户未进行过备案则进入填写用户信息的备案页面，如果当前用户进行过备案则直接进入服务集成页面，现由于企鹅（平台）接入了新的一个B端客户（需要在远盟系统中可以清晰的区分出，同一个企鹅的产品下的备案用户是来自于哪个渠道的），故做如下设计：
1、调用远盟连接时在现有参数基础上增加【渠道】字段，此字段会带入到用户信息备案填写页面，在备案时此字段要在系统中进行留存（便于进行用户渠道区分），
注意：此字段存储到数据库中的【BELONG_UNITS】字段中；支持渠道为空的情况（兼容已对接完成上线的企鹅健康服务卡）


2、远盟提供备案数据获取接口
备注：传入参数（产品标识码、渠道、备案开始时间、备案结束时间），返回参数（姓名、手机号、证件号、卡号、服务开始日期、服务结束日期）


开发相关信息：
产品标识码：I20BU6
产品名称：企鹅健康服务卡
当前接入的连接地址：https://wpttest.healthlink.cn/shanhu-api/api/qie/integration?productId=I20BU6&userId=test
新渠道为河南优加，渠道编码为：hnyj",开发,1,2021/2/24,2021/2/24 14:30,2021/2/25,已关闭,"陈D:4.00
朱伟:4.00
权虹:4.00
","陈D:1.00
朱伟:8.00
权虹:4.00
","陈D:0.00
朱伟:0.00
权虹:0.00
",,100%,焦英莲,2021/2/24,Closed,2021/3/3,权虹,2021/3/3,,0000-00-00,焦英莲,2021/3/3,已完成,焦英莲,2021/3/3,
2,移动端项目对接(#2),/非标准化（定制开发）(#3),配置水滴与远盟产品对应关系(#2),配置水滴与远盟产品对应关系 ,"水滴有1个新增的产品编码需要增加到映射关系上，详见附件excel


仅需要处理附件中的【备注】列为2月23日的那条数据",其他,3,2021/2/23,2021/2/23 16:25,2021/2/23,已关闭,0.2,0.2,0,,100%,焦英莲,2021/2/23,Closed,2021/2/23,党晓龙,2021/2/23,,0000-00-00,焦英莲,2021/2/23,已完成,焦英莲,2021/2/23,
任务名称前有'>'标记的为子任务,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
